GEOID,LAND_AREA,Tot_Population_ACS_17_21,pct_Males_ACS_17_21,Median_Age_ACS_17_21,pct_Pop_5_17_ACS_17_21,pct_Pop_18_24_ACS_17_21,pct_Pop_25_44_ACS_17_21,pct_Pop_45_64_ACS_17_21,pct_Pop_65plus_ACS_17_21,pct_Hispanic_ACS_17_21,pct_NH_White_alone_ACS_17_21,pct_NH_Blk_alone_ACS_17_21,pct_NH_AIAN_alone_ACS_17_21,pct_NH_Asian_alone_ACS_17_21,pct_NH_NHOPI_alone_ACS_17_21,pct_NH_SOR_alone_ACS_17_21,pct_NH_Multi_Races_ACS_17_21,pct_Othr_Lang_ACS_17_21,pct_Not_HS_Grad_ACS_17_21,pct_College_ACS_17_21,pct_Prs_Blw_Pov_Lev_ACS_17_21,pct_Rel_Family_HHD_ACS_17_21,pct_MrdCple_HHD_ACS_17_21,pct_Not_MrdCple_HHD_ACS_17_21,pct_HHD_PPL_Und_18_ACS_17_21,avg_Tot_Prns_in_HHD_ACS_17_21,pct_Rel_Under_6_ACS_17_21,pct_PUB_ASST_INC_ACS_17_21,Med_HHD_Inc_BG_ACS_17_21,Aggregate_HH_INC_ACS_17_21,avg_Agg_HH_INC_ACS_17_21,Tot_Housing_Units_ACS_17_21,Tot_Occp_Units_ACS_17_21,pct_Tot_Occp_Units_ACS_17_21,Occp_U_NO_PH_SRVC_ACS_17_21,pct_Occp_U_NO_PH_SRVC_ACS_17_21,phone_response_rate_cen_2020,pct_URBAN_POP_CEN_2020,pct_RURAL_POP_CEN_2020
5.3033E+11,0.42,872,48.97,62.3,2.98,2.18,16.17,39.45,38.3,23.17,53.78,9.52,0,2.87,0,0,10.67,23.26,17.7,11.36,8.49,43.31,31.54,68.46,6.79,1.71,3.69,0,62756,30876200,61629,528,501,0.948863636,9,0.017045455,2.8,100,0
5.3033E+11,0.14,1978,60.11,32.1,23.05,6.37,39.53,18.45,3.39,30.43,12.94,21.33,0,28.72,0,0,6.57,65.98,9.23,19.19,21.89,56.81,29.33,70.67,42.45,2.45,38.13,4.58,39300,38109000,47165,857,808,0.942823804,0,0,1.6,100,0
5.3033E+11,1.009,2492,46.43,23,31.78,8.51,23.52,12.64,10.75,10.15,26.97,18.9,0,8.19,4.9,0,30.9,30.83,9.41,19.93,11.33,56.39,33.7,66.3,38.59,3.25,42.65,3.94,61651,45815300,62249,736,736,1,45,0.061141304,1.2,100,0
5.3033E+11,0.573,1152,59.55,65.5,0,16.23,13.54,15.71,54.51,17.19,32.99,9.29,1.22,39.32,0,0,0,43.14,0,28.91,1.48,42.61,39.06,60.94,0,1.62,0,1.7,32183,30082400,42731,749,704,0.939919893,15,0.020026702,4.2,100,0
5.3033E+11,0.189,1984,40.37,51,17.49,6.1,18.2,42.44,14.67,26.21,21.42,16.94,0,26.01,0,2.57,6.85,40.11,6.69,47.99,8.27,49.89,44.47,55.53,22.57,2.19,15.3,0,83364,89234800,98711,904,904,1,41,0.045353982,1.7,100,0
5.3033E+11,0.201,1670,30.72,46.7,16.65,2.22,21.8,22.28,29.7,11.5,36.23,25.81,0,7.66,0.42,0,18.38,17.58,2.68,19.48,35.16,40.12,12.91,87.09,21.74,1.83,18.84,0,49922,47135600,54809,915,860,0.93989071,0,0,2.2,100,0
5.3033E+11,0.275,1469,57.59,46.1,8.99,7.22,28.05,22.94,27.3,28.45,56.23,4.36,0,5.99,0,1.29,3.68,31.27,17.83,18.52,8.92,60.88,48.85,51.15,22.33,2.8,25.39,0,83088,47262200,90195,524,524,1,12,0.022900763,2.1,100,0
5.3033E+11,0.866,2160,48.98,36.5,21.39,3.43,25.65,30.46,10.23,1.62,51.62,29.03,0,12.18,0,0,5.56,24.02,4.68,43.41,1.16,84.59,77.2,22.8,46.07,3.32,20.77,1.69,123498,83011400,127907,684,649,0.948830409,0,0,1.5,100,0
5.3033E+11,0.31,1422,46.69,47.5,14.49,9.14,20.04,26.79,26.65,2.95,88.68,0,0,7.38,0,0,0.98,20.78,0.77,29.67,2.81,65.94,55.82,44.18,22.6,2.4,13.81,0,86174,57813500,97493,593,593,1,0,0,2,100,0
5.3033E+11,0.765,1594,52.82,40.6,15.37,13.61,21.2,29.86,16.37,11.29,61.42,1.63,0.69,17.57,0,1.07,6.34,52.44,11.72,23.35,3.98,84.62,73.28,26.72,28.95,3.21,17.22,2.23,72283,57603800,116607,520,494,0.95,0,0,0.8,100,0
5.3033E+11,0.395,1650,52.06,41.2,15.21,4.55,29.82,33.27,9.94,4.12,51.03,5.82,0,17.82,1.76,6.97,12.48,25.93,1.16,27.97,0,77.55,65.07,34.93,37.63,3.41,25.2,8.52,113750,59779300,124281,481,481,1,0,0,1.4,100,0
5.3033E+11,1.156,1801,48.47,36.3,17.6,8.05,27.54,24.1,13.21,17.49,58.41,0.67,0,2.22,0,19.71,1.5,23.31,5.14,24.49,12.6,80.32,55.89,44.11,42.36,3.16,31.51,0,90069,63936500,112366,624,569,0.911858974,18,0.028846154,0.7,100,0
5.3033E+11,0.762,1608,57.9,26.5,38,6.9,32.21,11.13,8.71,5.6,77.11,0,0,8.02,4.48,0,4.79,53.62,32.02,31.18,0,77.8,77.8,22.2,39.76,3.92,14.11,0,93041,46379300,113120,410,410,1,0,0,0.9,100,0
5.3033E+11,0.483,797,69.01,55.7,8.78,15.81,11.04,32.5,24.59,7.15,89.08,0,3.76,0,0,0,0,21.79,21.18,16.57,11.42,48.83,38.18,61.82,11.43,2.06,15.96,18.44,49375,25775200,66949,385,385,1,0,0,0.8,100,0
5.3033E+11,0.658,1195,50.13,47.6,13.22,8.03,24.44,34.98,15.82,5.94,82.18,0,0,3.77,0,0,8.12,5.2,13.24,21.02,3.43,73.06,73.06,26.94,24.89,2.73,12.81,8.9,96458,45290100,103402,438,438,1,0,0,1.3,100,0
5.3033E+11,0.304,1526,63.7,30.2,16.38,22.61,24.05,30.87,3.6,19.33,27.79,20.97,0.92,2.16,11.14,14.48,3.21,18.88,11.65,39.42,0,57.78,41.88,58.12,35.38,2.61,8.28,0,69750,57100500,97608,653,585,0.895865237,20,0.030627871,1.2,100,0
5.3033E+11,0.731,1214,51.48,46.7,3.79,4.86,34.93,41.6,10.96,2.97,72.9,5.77,0,2.14,0,0,16.23,3.86,11.49,28.34,5.35,72.85,56.98,43.02,16.06,2.32,12.6,0,95130,61027100,116687,523,523,1,0,0,0.5,100,0
5.3033E+11,0.832,1378,54.72,36.4,2.47,1.45,41.94,30.04,6.89,9.8,76.92,0.36,0,7.98,0,0,4.93,31.46,12.05,32.75,10.74,68.56,59.62,40.38,23.54,2.37,31.08,8.76,91250,74601500,128181,582,582,1,0,0,1.4,100,0
5.3033E+11,0.904,1217,53.82,41.8,19.97,5.67,22.43,30.48,14.46,0,30.73,12.82,0,48.81,0,0,7.64,70.85,31.95,33.29,2.47,100,81.69,18.31,59.44,3.43,30.14,0,67063,33211100,93552,355,355,1,0,0,1.5,100,0
5.3033E+11,4.049,1073,63.75,46.3,7.64,5.68,32.34,31.97,20.13,7.27,65.7,4.47,0.56,9.13,3.36,0,9.51,21.73,9.49,22.63,16.22,29.65,11.45,88.55,13.7,2.11,8.28,10.02,63125,47642800,97429,555,489,0.881081081,0,0,2,100,0
5.3033E+11,0.341,1338,44.77,53.3,7.62,3.81,31.69,29.9,24.29,10.91,55.08,17.71,1.57,6.73,4.33,0,3.66,24.12,9.23,7.14,28.78,22.5,10.47,89.53,8.66,1.56,27.81,5.05,23045,27729100,33368,1026,831,0.80994152,17,0.016569201,4.1,100,0
5.3033E+11,0.235,1644,51.4,33.3,10.46,11.07,28.04,19.1,18.25,8.45,78.22,3.89,2.07,2.31,0,0,5.05,36.95,8.84,23.07,12.62,46.73,24.88,75.12,34.77,2.46,52.9,3.19,41780,38261400,61023,792,627,0.791666667,0,0,2.3,100,0
5.3033E+11,0.686,1910,58.22,30.3,17.38,9.79,36.18,18.8,2.93,23.87,28.17,18.12,0,19.53,0,0,10.31,41.78,15.28,31.92,20.89,56.45,34.18,65.82,48.09,2.71,52.76,10.07,77829,52878300,75005,750,705,0.94,0,0,1.1,100,0
5.3033E+11,0.285,1901,47.03,44.4,16.04,11.2,23.41,27.51,18.62,4.26,43.66,26.3,1.63,6.89,0,0,17.25,26.9,4.77,22.77,4.42,50.4,30.53,69.47,24.74,2.16,12.61,0,65990,61576900,69894,914,881,0.963894967,0,0,2.1,100,0
5.3033E+11,0.109,682,42.82,39.6,13.49,9.82,30.21,32.4,3.67,7.18,50.29,17.45,0,0,0,3.96,21.11,11.78,17.26,24.34,14.05,45.06,21.51,78.49,32.56,1.97,23.87,6.1,53056,22467500,65313,390,344,0.882051282,27,0.069230769,0.7,100,0
5.3033E+11,0.134,1541,41.73,32.5,13.24,8.96,40.36,20.64,11.42,7.92,52.95,9.67,1.23,18.62,2.99,0,6.62,26.47,4.57,23.75,13.37,60.39,39.26,60.74,31.69,2.7,20.99,0,74688,49856000,87775,576,568,0.986111111,0,0,1.3,100,0
5.3033E+11,0.15,1610,55.28,27.5,21.18,5.78,35.34,20.75,3.42,8.26,45.03,31.68,0,0.87,5.28,0,8.88,64.22,19.31,3.13,4.53,74.12,55.75,44.25,55.09,3.56,41.79,11.06,71803,37833000,83701,474,452,0.953586498,0,0,1,100,0
5.3033E+11,0.197,1646,52.61,54.1,5.35,5.04,19.26,32.08,28.55,11.85,76.61,3.77,0.06,2.13,0,0,5.59,12.05,4.71,12.7,14.86,51.67,31.59,68.41,19.01,2.2,26.17,0,66302,83584800,111894,770,747,0.97012987,16,0.020779221,1.6,100,0
5.3033E+11,0.239,1558,48.01,36.4,15.4,4.81,26.25,20.28,13.09,0.64,70.67,0,0,3.92,0,0,24.78,9.57,6.35,33.05,0.9,74.19,62.52,37.48,46.08,2.98,50.52,2.68,107949,52539500,100458,564,523,0.927304965,0,0,0.6,100,0
5.3033E+11,0.58,1366,61.57,49.7,8.27,0.81,33.02,40.48,17.42,6.3,88.14,0,1.1,2.71,0,0,1.76,12.52,8.05,13.37,4.39,74.14,27.5,72.5,7.69,2.22,0,5.89,77838,44795000,73314,653,611,0.93568147,0,0,0.8,100,0
5.3033E+11,0.201,1475,54.44,33.7,22.85,2.58,36.75,28.27,5.56,26.64,45.15,0,5.42,2.44,7.25,0,13.08,42.3,26.32,6.53,1.38,63.31,39.85,60.15,28.12,2.75,15.29,0,68250,39812700,74139,537,537,1,0,0,1.7,100,0
5.3033E+11,0.284,1486,52.83,26.8,24.09,6.26,31.9,22.21,6.53,49.33,37.21,4.24,0,3.16,0,6.06,0,44.97,19.87,13.54,24.56,53.22,28.76,71.24,33.72,2.46,34.47,6.12,43015,33009900,54562,661,605,0.915279879,0,0,1.8,100,0
5.3033E+11,0.203,1092,50.18,37.4,27.47,6.96,22.44,25.55,10.71,20.42,46.89,27.01,0,2.2,2.01,0,1.47,32.15,29.33,7.18,12.21,71.22,32.2,67.8,53.66,2.61,11.64,14.88,36146,43865600,106989,410,410,1,2,0.004878049,2.2,100,0
5.3033E+11,0.277,2098,44.61,34.6,12.68,13.73,27.84,27.79,11.96,26.02,34.8,6.53,0,2.62,10.06,0.19,19.78,38.24,8.74,15.44,10.06,47.35,32.05,67.95,24.22,2.53,38.93,7.71,60595,54435500,65585,830,830,1,8,0.009638554,1.1,100,0
5.3033E+11,0.119,1401,47.39,46.3,4.93,11.06,24.41,33.48,17.7,15.06,33.48,6.71,0,18.92,12.35,0,13.49,50.43,16.9,16.62,9.96,71.17,41.62,58.38,21.8,2.42,22.78,14.95,64625,47380200,85370,580,555,0.956896552,0,0,1.1,100,0
5.3033E+11,2.159,1697,43.67,30.6,25.87,13.38,26.75,20.21,6.84,67.65,23.04,3.48,0.18,2.3,0.59,0,2.77,66.69,27.6,8.65,2.71,78.34,34.69,65.31,63.52,2.76,21.83,0,60526,43287100,70500,661,614,0.928895613,0,0,1.4,100,0
5.3033E+11,0.195,1615,50.65,36.1,30.9,8.36,15.73,25.63,18.39,50.96,44.89,1.42,1.61,0.99,0,0,0.12,23.14,32.54,13.68,13.24,56.45,22.4,77.6,31.72,2.76,6.35,8.96,37296,29737000,53292,558,558,1,0,0,2.4,100,0
5.3033E+11,0.154,385,39.74,54.9,16.88,1.56,24.42,45.19,10.39,0,79.74,0,0,4.94,0,0,15.32,24.54,29.87,0,20.78,52.6,37.66,62.34,22.08,2.5,13.58,0,84750,11476800,74525,172,154,0.895348837,0,0,2.3,100,0
5.3033E+11,0.177,3121,46.2,25.1,28,9.87,34.57,15.41,0.54,51.52,18.2,21.02,0.13,5.03,0,0,4.1,51.98,32.72,9.96,23.06,76.37,37.79,62.21,48.52,3.5,30.49,11.64,52262,50830000,58025,942,876,0.929936306,0,0,1.7,100,0
5.3033E+11,0.1,1478,53.25,30.8,16.44,9.81,39.45,20.09,9.2,18.74,35.25,1.69,0,13.26,27.13,0,3.92,40.17,29.82,17.42,18.88,63.15,56.05,43.95,41.65,2.84,41.95,6.33,71442,38830700,74531,574,521,0.907665505,9,0.015679443,0.5,100,0
5.3033E+11,0.435,2447,58.03,37.6,21.37,4.58,29.91,22.97,15.32,17.08,69.11,1.76,0,8.38,1.27,0,2.41,17.4,14.26,13.78,9.28,58.06,40.15,59.85,29.93,2.57,28.49,2.32,66955,69867700,73622,1002,949,0.947105788,0,0,2.5,100,0
5.3033E+11,0.372,1153,51.34,34.4,20.38,11.88,32.61,26.37,5.72,24.54,35.73,0.43,2.34,14.48,4.77,0,17.69,58.23,21.31,33.11,4.77,95.47,66.86,33.14,49.58,3.25,10.68,1.42,74896,31481000,89181,396,353,0.891414141,0,0,1.3,100,0
5.3033E+11,0.415,1319,53.07,34.8,20.47,7.73,36.77,19.26,8.64,17.59,38.51,21.15,0,7.2,9.33,0,6.22,19.84,16.53,14.19,1.52,93.69,65.66,34.34,50,3.32,25.88,11.87,97388,41768100,105475,396,396,1,10,0.025252525,0.5,100,0
5.3033E+11,0.419,1404,57.34,30.6,19.73,3.49,38.68,23.86,5.2,23.58,40.74,11.25,1.07,17.24,0,0,6.13,35.4,27.02,6.52,10.54,77.96,42.98,57.02,55.92,3.86,47.35,8.26,78802,33088700,91153,366,363,0.991803279,0,0,0.9,100,0
5.3033E+11,0.304,1968,46.14,29.3,17.58,2.85,41.62,20.38,5.23,22.87,36.23,21.95,0,9.15,0,0,9.81,28.17,8.62,18.44,13.87,90.51,60.17,39.83,49.66,3.34,31.84,1.19,67344,47506300,80519,590,590,1,0,0,1.4,100,0
5.3033E+11,0.481,1216,51.56,37,14.88,11.43,30.76,29.11,11.76,36.35,50.16,0,0,13.49,0,0,0,35.18,26.41,8.73,2.88,51.12,27.46,72.54,25.89,2.7,11.35,0,70238,36352500,81144,448,448,1,44,0.098214286,0.2,100,0
5.3033E+11,0.401,1988,44.97,29.4,26.51,9.76,38.58,17.51,3.72,15.29,45.07,0.86,0,14.84,16.75,0.2,6.99,33.87,4.63,27.25,11.32,71.7,25.87,74.13,58.85,3.45,17.92,4.51,51494,50599700,87847,618,576,0.932038835,0,0,1.1,100,0
5.3033E+11,0.322,1163,45.23,33.5,12.81,2.67,37.4,15.39,20.12,36.89,46.26,0,0.77,14.79,1.29,0,0,26.36,10.26,30.54,0.95,65.43,47.33,52.67,27.61,2.67,42.2,0,98175,38021200,88216,482,431,0.894190871,7,0.014522822,1.8,100,0
5.3033E+11,0.196,1252,52.48,44.4,15.34,5.11,25.88,35.78,13.9,13.26,69.73,0,0,7.67,0,0,9.35,10.32,3.17,45.98,4.07,82.19,77.13,22.87,30.57,2.53,9.36,0,138857,72683100,147132,494,494,1,0,0,0.4,100,0
5.3033E+11,0.507,1548,47.87,38.6,18.54,5.23,27.78,31.14,12.66,7.3,62.79,11.24,0,6.2,8.79,0,3.68,19.51,3.43,49.37,3.75,57.31,50.15,49.85,34.93,2.31,15.36,1.49,101000,97095800,144919,695,670,0.964028777,0,0,0.8,100,0
5.3033E+11,4.109,1673,53.02,42.1,12.37,3.23,29.41,35.92,10.76,6.69,58.4,16.98,0.66,10.1,0.54,0,6.63,14.99,5.73,53.26,0.6,78.48,73.68,26.32,32.51,2.59,20.32,0,121905,92904200,143815,675,646,0.957037037,8,0.011851852,0.3,82.98,17.02
5.3033E+11,0.785,1030,56.41,33,11.65,8.35,31.65,26.41,15.34,30.39,40.97,3.88,22.33,0.68,0,0,1.75,30.15,14.95,29.5,23.5,65.43,32.02,67.98,17.17,2.39,11.7,0.7,42917,25872800,60030,444,431,0.970720721,3,0.006756757,0.6,100,0
5.3033E+11,0.206,1386,44.3,30.8,13.64,5.84,38.46,22.37,11.98,19.26,54.91,2.67,6.28,4.98,1.3,6.93,3.68,23.46,11.4,18.24,11.87,78.48,63.68,36.32,31.39,3.03,19.43,3.59,71869,39375800,88287,456,446,0.978070175,7,0.015350877,0.6,100,0
5.3033E+11,0.936,2320,55.86,34.5,35.26,2.37,37.67,17.33,3.36,30.6,19.01,1.25,0,6.51,21.9,1.81,18.92,28.42,4.58,20.24,2.93,90.35,71.77,28.23,66.24,3.29,29.36,2.41,90443,63368200,89884,705,705,1,0,0,2.2,97.49,2.51
5.3033E+11,0.153,912,52.3,28.6,18.53,13.38,31.36,21.6,12.94,7.24,34.54,3.95,5.15,15.9,11.18,0,22.04,30.49,5.82,16.81,29.74,62.97,33.54,66.46,26.58,2.88,12.06,5.06,58214,21514700,68084,316,316,1,57,0.180379747,1.1,100,0
5.3033E+11,0.429,1008,50.79,62.7,6.35,0,7.14,40.67,45.83,1.79,84.13,0.6,0,8.43,0,0,5.06,9.72,0.95,20.76,5.16,63.97,56.07,43.93,8.86,1.94,0,0.39,69151,42608100,82097,529,519,0.981096408,2,0.003780718,1.1,100,0
5.3033E+11,0.313,1415,49.68,32,18.45,11.73,42.54,12.79,6.43,44.73,34.98,3.18,9.61,2.12,1.7,0,3.67,39.43,17.51,4.23,12.61,74.58,28.76,71.24,41.56,2.63,35.07,0.93,41354,30322100,56256,567,539,0.950617284,5,0.008818342,2,100,0
5.3033E+11,8.268,1666,48.02,48.5,13.87,10.02,18.43,36.49,20.29,7.26,85.11,0.3,2.04,0,0,0,5.28,3.15,3.51,34.24,0,87.02,81.49,18.51,28.03,2.83,2.78,1.21,143750,85046500,147139,578,578,1,0,0,0.9,6.53,93.47
5.3033E+11,1.186,1246,49.52,27.5,16.77,11.88,31.86,18.54,6.1,24.56,32.99,14.45,25.2,1.36,0.16,0,1.28,19.89,28.13,18.89,11.06,81.11,49.51,50.49,56.03,3.8,32.13,14.98,93341,46901600,152774,351,307,0.874643875,3,0.008547009,0.5,98.08,1.92
5.3033E+11,4.355,794,46.85,55.3,15.37,6.55,15.11,35.64,25.82,6.93,91.18,0,0,0,0,0,1.89,0,5.92,34.05,3.53,85.19,70.37,29.63,22.96,2.94,13.04,0,138889,51722100,191563,285,270,0.947368421,0,0,1.6,0,100
5.3033E+11,6.981,1223,54.95,31.5,27.88,7.2,20.44,20.2,20.2,14.31,81.28,0,1.23,0,0,0,3.19,7.84,7.53,44.09,0,81.2,66.38,33.62,49.86,3.42,12.28,0,124327,56983200,162345,476,351,0.737394958,0,0,1.2,0,100
5.3033E+11,4.915,1307,41.55,30.1,21.73,7.8,24.94,12.7,19.59,9.56,15.3,0,64.04,0.15,0,0,10.94,4.85,15.24,12.03,36.34,91.1,19.9,80.1,64.4,3.42,45.4,24.35,42444,27086400,70907,489,382,0.781186094,4,0.008179959,1.2,7.99,92.01
5.3033E+11,2.312,1090,45.96,28.8,25.5,1.56,19.91,24.95,6.51,29.91,46.61,0,0,0,0,1.56,21.93,42.57,0,24.82,1.83,65.15,57.98,42.02,35.5,3.55,54.5,5.54,88188,40886400,133180,323,307,0.950464396,0,0,0.9,94.85,5.15
5.3033E+11,2.708,1129,50.31,52.6,12.13,8.77,22.5,36.14,20.46,0,82.2,0,4.78,13.02,0,0,0,20.28,11.42,32.14,1.51,84.38,84.38,15.63,27.16,2.71,0,0,128971,60928700,146463,416,416,1,0,0,0.8,73.44,26.56
5.3033E+11,5.614,1764,47.56,42.5,9.98,2.04,28.57,27.49,19.73,5.22,93.2,0,0,0,0,0,1.59,6.2,5.61,43.01,0,80.34,80.34,19.66,31.13,2.53,27.14,2.15,114616,103523200,148527,745,697,0.93557047,0,0,1,0,100
5.3033E+11,1.524,1022,60.27,48.1,18.98,1.66,16.83,31.12,22.99,0,58.71,2.25,2.45,1.66,0,0,34.93,1.82,2.34,8.83,4.27,90.96,77.97,22.03,50,2.86,41.3,0,66317,28926500,81713,354,354,1,0,0,0.6,95.05,4.95
5.3033E+11,2.08,1278,52.9,49.5,8.76,10.72,17.45,37.79,18.39,2.74,84.66,0,0,0.16,0,0,12.44,2.18,1.28,34.22,0,84.06,78.82,21.18,21.83,2.78,12.47,0,108056,51731100,112950,458,458,1,0,0,0.4,70.45,29.55
5.3033E+11,0.947,1526,50.66,45.6,12.84,14.02,21.3,25.29,25.43,10.22,63.76,0,0,19.86,0,0,6.16,30.09,7.01,49.32,9.96,51.92,41.76,58.24,18.41,2.09,15.61,1.51,88250,66446500,91273,782,728,0.930946292,54,0.069053708,1,100,0
5.3033E+11,0.281,2300,53.48,35.3,18.7,20.96,21.13,27.43,9.7,19.09,51.26,1.26,4.35,19.83,0,1.48,2.74,30.24,7.24,15.15,4.57,80.87,64.54,35.46,40.12,3.58,11.35,3.27,104043,72028800,112020,643,643,1,0,0,0.9,100,0
5.3033E+11,0.175,1733,52.22,25.8,31.51,10.44,33.29,9.69,8.14,48.3,42.7,0,0,2.94,0,0,6.06,41.04,19.53,19.64,3.17,84.97,63.33,36.67,54.31,3.47,32.08,0,77188,49763000,99725,499,499,1,0,0,1,100,0
5.3033E+11,0.851,855,57.89,45.1,14.74,2.81,25.03,33.45,16.84,11.58,36.02,8.19,1.87,39.53,0,0,2.81,26.45,2.48,51.86,0,76.23,76.23,23.77,29.01,2.64,25.51,0,136250,47974500,148069,324,324,1,0,0,1.1,100,0
5.3033E+11,0.244,1298,51.62,27.4,28.27,4.39,35.59,16.49,3.78,5.47,54.47,16.72,0,22.03,0,0,1.31,59.18,20,12.14,27.97,57.86,57.86,42.14,43.89,3.24,50.86,11.72,88538,33286000,83007,401,401,1,0,0,1.2,100,0
5.3033E+11,0.164,2532,49.33,27.3,23.66,12.32,37.95,10.19,5.21,12.32,41.59,7.78,0.43,21.6,0,0,16.27,42.53,15.4,10.51,19.47,80.69,60.93,39.07,58.08,3.79,35.62,4.64,81386,56308200,84294,668,668,1,0,0,1.2,100,0
5.3033E+11,0.496,1524,59.65,32.9,19.88,4.72,26.77,17.65,16.67,36.42,40.55,0,4,15.09,0,0,3.94,48.62,24.49,22.13,15.35,88.02,42.44,57.56,46.17,2.99,27.9,0,63489,43536600,85534,509,509,1,0,0,0.9,100,0
5.3033E+11,0.301,1979,53.71,26.8,27.84,11.32,34.97,14.55,6.97,1.11,71.65,13.49,0,9.5,0,0,4.24,20.6,8.68,31.93,20.92,76.71,50.28,49.72,56.93,3.66,18.31,5.73,90673,60442700,111724,541,541,1,0,0,0.8,100,0
5.3033E+11,0.214,1274,50.63,32.3,15.46,22.21,34.69,21.98,5.65,4.79,41.05,0,1.81,34.85,0,0,17.5,19.23,4.41,34.26,13.11,91.75,72.42,27.58,41.24,3.28,0,0,85484,35676500,91950,433,388,0.896073903,0,0,0.8,100,0
5.3033E+11,3.66,1016,47.83,49,15.06,5.31,23.13,29.92,22.24,15.55,80.71,0,0,2.95,0,0,0.79,16.36,8.5,20.13,4.63,68.54,56.83,43.17,30.24,2.46,13.52,0,97222,47619000,116144,509,410,0.805500982,0,0,1.3,51.66,48.34
5.3033E+11,9.073,1207,47.22,45.1,17.15,2.07,23.2,29.58,20.63,2.98,77.71,0,1.16,4.81,9.53,0,3.81,7.69,7.56,32.96,5.39,78.37,72.41,27.59,36.87,2.66,20.85,0,128295,61923400,136696,480,453,0.94375,0,0,1.3,0,100
5.3033E+11,0.257,1111,46.17,39.8,18.63,9.63,24.12,32.85,10.17,8.82,78.31,0,0,0,0,0,12.87,4.91,4.02,38.34,6.21,76.81,73.07,26.93,33.17,2.77,21.75,0,113073,52717900,131466,401,401,1,0,0,1.4,100,0
5.3033E+11,3.423,869,52.24,45.7,15.42,10.13,17.03,37.97,14.27,1.04,95.86,0,0,0,0,0,3.11,1.94,1.16,17.77,9.78,80.47,60.95,39.05,40.37,2.29,14.43,0,109821,39328500,103769,430,379,0.881395349,0,0,1.4,58.4,41.6
5.3033E+11,0.29,1444,45.5,41.5,22.58,8.66,20.01,14.75,30.61,31.02,63.16,0,0,1.87,0,0,3.95,24.37,9.53,18.54,16.83,60.98,31.64,68.36,35.64,2.22,13.85,0,32798,40203700,61757,696,651,0.935344828,0,0,2.7,100,0
5.3033E+11,0.215,1436,46.94,28.5,22.21,2.58,40.18,9.96,12.53,31.69,58.7,4.46,0,0,0,0,5.15,23.33,7.33,18.56,14.48,57.94,34.92,65.08,49.21,2.85,70.21,0,63269,38040400,75477,504,504,1,0,0,2,100,0
5.3033E+11,0.391,809,48.08,48.8,0,10.63,33.62,45.61,10.14,0.87,75.4,1.98,0,6.06,0,0,15.7,6.3,2.9,53.67,1.78,41.32,35.93,64.07,0,1.57,0,0,113631,85060000,169780,595,501,0.842016807,0,0,1.3,100,0
5.3033E+11,1.146,1536,62.83,42.6,13.09,0.85,32.42,13.87,31.51,21.68,70.9,0,0,0.07,0,0,7.36,1.7,7.2,14.39,3.46,51.02,46.76,53.24,15.02,2.47,19.06,0,112059,61989900,105785,586,586,1,0,0,1.7,93.83,6.17
5.3033E+11,0.375,1417,59.49,34.3,22.65,9.39,29.29,18.84,13.13,4.94,90.68,0,0,3.03,0,0,1.34,7.49,1.84,35.37,0.92,61.72,46.34,53.66,33.52,2.6,27.89,0,101343,66149100,121152,546,546,1,0,0,2,100,0
5.3033E+11,0.544,2525,44.99,46.1,17.78,9.27,21.86,36.24,14.3,2.14,86.26,0,1.86,4.2,0,0,5.54,1.35,4.1,22.1,6.1,70.95,62.1,37.9,32.94,2.72,0.91,0,110368,120895600,130557,965,926,0.959585492,0,0,1.7,99.36,0.64
5.3033E+11,13.19,1179,36.56,41.8,14.42,7.29,25.28,30.7,16.37,0,88.46,0,0,1.78,0,0,9.75,2.98,18.17,17.7,1.7,69.37,69.37,30.63,29.7,2.74,12.37,0.7,78411,39019200,90532,431,431,1,0,0,0.7,0,100
5.3033E+11,37.93,1702,47,46.7,17.45,9.64,13.75,41.54,14.63,1.35,86.31,0,4.05,1.23,0,2.17,4.88,4.91,2.94,48.74,7.79,69.38,63.28,36.72,31.72,2.66,2.03,0,102171,70832500,110676,654,640,0.978593272,0,0,0.7,0,100
5.3033E+11,11.232,1061,65.13,43.8,9.71,9.43,29.69,29.41,18.94,1.98,96.51,0,0,1.51,0,0,0,1.55,8.21,28.38,4.34,65.59,57.8,42.2,19.89,2.85,15.98,2.69,114667,62425300,167810,402,372,0.925373134,0,0,0.4,0,100
5.3033E+11,386.986,1556,55.4,50.4,10.93,4.95,24.81,35.41,19.09,0.58,90.68,0,0.51,2.96,0,0,5.27,4.12,2.03,31.04,1.12,80.4,78.91,21.09,31.3,2.56,7.38,0,121090,83668500,137839,607,607,1,7,0.011532125,0.9,2.56,97.44
5.3033E+11,6.13,1128,48.05,58.5,8.07,8.6,15.43,30.23,36.26,16.67,74.82,0,3.46,0.71,0,0,4.34,17.81,9.63,26.41,4.08,45.09,37.35,62.65,13.6,1.94,19.47,4.3,64886,66983100,115289,622,581,0.934083601,11,0.017684887,2,39.77,60.23
