GEOID,LAND_AREA,Tot_Population_ACS_17_21,pct_Males_ACS_17_21,Median_Age_ACS_17_21,pct_Pop_5_17_ACS_17_21,pct_Pop_18_24_ACS_17_21,pct_Pop_25_44_ACS_17_21,pct_Pop_45_64_ACS_17_21,pct_Pop_65plus_ACS_17_21,pct_Hispanic_ACS_17_21,pct_NH_White_alone_ACS_17_21,pct_NH_Blk_alone_ACS_17_21,pct_NH_AIAN_alone_ACS_17_21,pct_NH_Asian_alone_ACS_17_21,pct_NH_NHOPI_alone_ACS_17_21,pct_NH_SOR_alone_ACS_17_21,pct_NH_Multi_Races_ACS_17_21,pct_Othr_Lang_ACS_17_21,pct_Not_HS_Grad_ACS_17_21,pct_College_ACS_17_21,pct_Prs_Blw_Pov_Lev_ACS_17_21,pct_Rel_Family_HHD_ACS_17_21,pct_MrdCple_HHD_ACS_17_21,pct_Not_MrdCple_HHD_ACS_17_21,pct_HHD_PPL_Und_18_ACS_17_21,avg_Tot_Prns_in_HHD_ACS_17_21,pct_Rel_Under_6_ACS_17_21,pct_PUB_ASST_INC_ACS_17_21,Med_HHD_Inc_BG_ACS_17_21,Aggregate_HH_INC_ACS_17_21,avg_Agg_HH_INC_ACS_17_21,Tot_Housing_Units_ACS_17_21,Tot_Occp_Units_ACS_17_21,pct_Tot_Occp_Units_ACS_17_21,Occp_U_NO_PH_SRVC_ACS_17_21,pct_Occp_U_NO_PH_SRVC_ACS_17_21,phone_response_rate_cen_2020,pct_URBAN_POP_CEN_2020,pct_RURAL_POP_CEN_2020
5.3033E+11,0.126,939,48.99,39.2,6.71,7.14,37.06,31.63,9.16,17.36,62.73,0,0,13.95,0,0,5.96,40.77,11.76,71.68,0,48.56,36.06,63.94,26.44,2.26,46.04,0,133889,65897300,158407,481,416,0.864864865,0,0,0.8,100,0
5.3033E+11,0.126,1750,44.51,36.8,4.11,2,50.29,21.6,12.11,11.71,77.14,3.54,0,5.49,0,0,2.11,7.55,0,61.84,4.51,53.28,42.21,57.79,24.09,2.13,34.93,0,131667,115305700,140275,822,822,1,0,0,1,100,0
5.3033E+11,0.168,1809,56,38,9.56,3.04,44.61,20.56,17.14,4.09,86.35,0,0,5.86,0,0,3.7,9.96,4.57,59.1,3.26,59.02,55.09,44.91,23.61,2.45,13.56,1.76,147098,129348500,175507,737,737,1,0,0,0.3,100,0
5.3033E+11,0.174,1450,61.03,40.4,10,1.03,39.52,36.07,8.62,8.41,84.34,0,0,3.79,0,0,3.45,7.46,0.16,54.38,16.41,31.91,20.67,79.33,15.89,1.86,16.19,0,83575,77539900,100181,856,774,0.904205607,0,0,0.8,100,0
5.3033E+11,0.29,1107,52.03,54.5,9.67,0,25.11,36.95,22.94,1.54,89.25,5.42,0,3.79,0,0,0,12.79,1.06,78.11,2.35,57.17,54.78,45.22,14.74,2.21,12.2,0,158333,96056800,191348,635,502,0.790551181,0,0,0.3,100,0
5.3033E+11,0.117,1349,48.85,32.7,13.57,6.15,42.85,23.57,10.23,5.78,79.02,1.78,0,3.04,0,0,10.38,5.23,3.19,72.15,4.23,63.57,54.27,45.73,19.19,2.02,9.67,3.6,134911,114595000,171807,746,667,0.894101877,0,0,0.9,100,0
5.3033E+11,0.195,2070,48.26,39.2,15.41,0.87,41.88,28.12,7.29,12.27,37.54,25.02,0,9.61,0.34,1.74,13.48,13.37,6.69,44.94,13.72,55.36,33.92,66.08,26.37,2.21,26.48,3.61,92250,93848100,102678,923,914,0.990249187,0,0,1.2,100,0
5.3033E+11,0.154,1081,51.06,36,0.93,3.7,44.87,29.05,7.12,15.54,59.48,7.49,0,15.45,0,0,2.04,31.64,8.11,37.9,12.3,49.36,34.68,65.32,19.57,2.3,39.66,1.49,79000,45560600,96937,470,470,1,9,0.019148936,1.4,100,0
5.3033E+11,0.214,1003,52.44,34.2,15.45,4.19,45.26,22.83,5.78,2.49,41.97,18.54,0,27.02,0,6.58,3.39,28.36,5.67,59.51,14.86,63,55.25,44.75,24.25,2.51,25,5.75,114615,50670300,126676,422,400,0.947867299,0,0,1.2,100,0
5.3033E+11,0.116,1435,44.04,36.4,12.68,4.88,45.92,16.45,8.78,0.91,66.55,14.15,0.28,10.52,0,0,7.6,17.52,8.91,63.37,1.88,74.54,58.92,41.08,35.5,2.67,21.95,7.25,159545,89892800,167087,538,538,1,0,0,1,100,0
5.3033E+11,0.08,2338,43.46,29.4,29.6,7.87,41.4,9.45,4.32,3.98,15.27,53.12,1.88,23.65,0,0,2.1,64.54,15.5,44.5,26.29,74.24,32.93,67.07,42.5,3.1,29.87,10.23,37263,64969600,86281,782,753,0.962915601,0,0,1.2,100,0
5.3033E+11,0.106,1066,45.22,32.7,10.13,6.85,40.24,15.67,14.17,17.35,43.71,32.36,0.09,3.38,0,0,3.1,28.34,6.02,39.49,30.58,46.95,13.36,86.64,32.44,2.02,53.66,11.07,,42459900,81030,573,524,0.914485166,24,0.041884817,1.6,100,0
5.3033E+11,1.067,1328,50.15,44.4,5.12,8.66,31.33,27.33,21.23,11.82,69.35,7.53,0.08,6.02,0,0,5.2,19.29,1.89,55.61,5.83,66.43,54.02,45.98,17.83,2.3,18.68,7.69,108036,74362800,130005,587,572,0.974446337,8,0.01362862,0.9,100,0
5.3033E+11,0.302,1871,51.58,33.5,16.68,6.15,37.84,20.63,7.11,4.01,35.7,1.6,0,39.87,0,0.32,18.49,29.26,6.6,44.82,18.44,82.97,45.58,54.42,58.76,3.12,46.28,1.5,97708,77844000,129957,626,599,0.95686901,0,0,0.8,100,0
5.3033E+11,0.229,1675,48.24,37.8,17.97,2.69,40.78,28.9,3.34,4.72,50.57,20.78,0,12.06,0,0,11.88,12.56,4.01,59.36,4.15,58.68,44.01,55.99,32.63,2.49,25,4.49,141500,97574900,146070,694,668,0.962536023,0,0,0.9,100,0
5.3033E+11,1.193,619,46.37,37.8,8.89,0,50.4,22.13,9.85,20.03,66.07,1.13,0,3.23,0,0,9.53,6.55,3.73,55.49,10.18,24.64,17.1,82.9,19.71,1.79,55.29,6.09,43828,28342100,82151,376,345,0.917553191,6,0.015957447,2,100,0
5.3033E+11,0.888,587,65.25,40.1,3.75,2.21,45.49,28.45,14.99,9.37,60.31,9.2,0.34,14.31,0,0,6.47,21.36,11.69,44.06,9.71,28.21,22.5,77.5,13.21,2.1,27.85,0,97917,39035800,139414,347,280,0.806916427,6,0.017291066,0.4,100,0
5.3033E+11,0.091,1928,47.93,28.5,21.06,11.41,31.48,20.44,7.78,5.91,12.19,44.29,0,29.82,0,2.65,5.13,63.65,33.19,36.92,21.32,78.63,65.73,34.27,49.6,3.89,23.59,9.68,93596,56796500,114509,496,496,1,0,0,1.9,100,0
5.3033E+11,0.164,1335,49.21,50.1,1.65,3.9,29.14,37.6,25.54,0.6,21.8,25.17,0,47.34,0,0,5.09,52.6,31.57,22.56,38.73,23.99,14.61,85.39,3.28,1.8,13.66,11.03,12487,29329900,43711,742,671,0.904312668,5,0.006738544,2.9,100,0
5.3033E+11,0.162,1892,45.88,43.3,13.79,9.36,23.26,27.01,19.19,13.37,17.92,23.94,0,38.42,0,0.85,5.5,62.16,24.12,26.94,34.14,68.13,44.76,55.24,36.27,2.87,19.82,5.01,60795,61620000,93505,672,659,0.980654762,29,0.043154762,1,100,0
5.3033E+11,0.425,1269,49.96,50.1,11.11,7.49,17.89,36.33,23.33,8.67,8.35,6.23,0,73.68,0,0,3.07,65.98,13.21,18.09,8.59,71.75,61.25,38.75,23.25,3.17,9.41,1.5,80833,34910900,87277,400,400,1,12,0.03,0.9,100,0
5.3033E+11,0.124,1641,47.04,31.3,14.26,14.75,28.4,21.27,17.25,9.2,7.19,7.5,0,72.7,0,0.43,2.99,61.69,14.03,29.05,3.29,79.22,39.3,60.7,40.95,3.38,18.7,2.06,54167,43434100,89371,514,486,0.945525292,12,0.023346304,0.7,100,0
5.3033E+11,0.114,1689,37.66,20.7,35.58,12.79,25.34,13.2,5.51,0,3.55,76.79,0,16.76,1.18,0,1.72,68.48,32.26,11.29,34.7,88.05,50.49,49.51,61.22,4.12,26.32,8.29,42992,23435600,57160,410,410,1,0,0,2.3,100,0
5.3033E+11,0.111,1316,49.16,43.5,5.47,4.94,38.68,30.55,15.27,3.19,23.18,5.85,0,48.78,8.59,2.05,8.36,50.92,32.01,29.14,1.93,53.03,30.11,69.89,15.34,2.49,12.86,0,98947,51050700,96687,528,528,1,0,0,2,100,0
5.3033E+11,0.056,806,55.83,31.6,1.61,17.37,59.06,17.25,3.47,8.93,38.34,7.69,0,27.92,4.84,0,12.28,39.95,9.95,54.74,9.68,13.71,2.7,97.3,4.63,1.55,15.49,1.74,74674,43738600,84437,518,518,1,0,0,0.6,100,0
5.3033E+11,0.122,1222,51.47,34.7,21.36,6.22,38.63,23.4,8.18,3.11,32,12.85,0,45.17,0,0,6.87,48.12,7.81,40.68,12.13,68.57,56.83,43.17,36.51,3.85,20.37,0,93207,35260200,111937,366,315,0.860655738,0,0,1.8,100,0
5.3033E+11,0.149,1956,42.48,40.8,16.21,5.37,30.06,28.83,17.18,3.22,16.92,30.06,0,36.81,1.64,0,11.35,46.23,12.7,26.21,6.9,49.12,30.81,69.19,37.75,2.46,24.42,0.88,59118,82134600,103705,792,792,1,0,0,2.1,100,0
5.3033E+11,0.25,1563,40.63,51.9,13.82,3.2,16.31,31.54,31.54,1.41,70.06,4.09,0,11.84,0,0,12.6,10.22,0.24,77.6,3.78,71.63,60.25,39.75,29.25,2.41,13.94,1.58,154946,146243400,256118,600,571,0.951666667,0,0,0.8,100,0
5.3033E+11,0.11,1938,61.97,30.4,18.06,0.57,47.37,20.07,3.92,20.54,55.57,7.07,0,13.36,0,0,3.46,24.48,0,60.16,7.38,64.35,49.24,50.76,53.31,3.29,32.72,1.53,96771,81521700,138407,601,589,0.980033278,57,0.09484193,1.4,100,0
5.3033E+11,0.046,978,48.16,43.4,11.15,6.13,28.94,39.88,8.59,18.51,12.99,41.82,0,18.1,0,0,8.59,36.72,8.72,15.98,0.41,47.23,39.76,60.24,17.11,2.33,23.98,0,61230,33305800,80255,432,415,0.960648148,0,0,3,100,0
5.3033E+11,0.097,991,55.8,31.4,12.61,4.54,37.54,23.21,11.71,5.55,23.61,11.71,0,39.66,0,3.83,15.64,30.74,4.6,50.97,3.63,66.25,53,47,37.22,3.13,37.14,3.15,91094,43734700,137964,336,317,0.943452381,0,0,2.6,100,0
5.3033E+11,0.413,1735,55.79,31.8,21.56,6.34,39.19,20.92,6.74,24.73,27.67,9.74,0,25.48,1.9,0,10.49,43.07,19.91,28.1,29.74,56.81,34.29,65.71,43.03,2.91,37.28,9.58,66776,88642700,148979,657,595,0.905631659,0,0,2.5,100,0
5.3033E+11,0.361,1057,60.17,44,10.22,9.56,24.98,34.44,13.81,24.88,44.75,5.3,8.04,13.06,0.76,0,3.22,25.84,17.44,32.69,23.94,51.29,29.88,70.12,25.41,2.49,32.57,2.12,59609,34584000,81374,425,425,1,0,0,1.4,100,0
5.3033E+11,0.185,1020,48.14,47.7,17.84,3.63,22.65,36.67,16.18,27.94,32.25,11.47,0,22.25,0.59,2.94,2.55,38.42,23.25,25.84,17.92,61.02,22.51,77.49,32.95,2.21,7.98,0,60990,31342900,72721,431,431,1,33,0.076566125,1.5,100,0
5.3033E+11,0.8,2192,37.82,52,9.22,8.07,24.91,17.29,36.86,10.49,53.15,15.24,0.09,17.79,0,0,3.24,27.13,5.42,42.87,5.52,39.37,31.04,68.96,15.48,1.86,13.61,5.36,44500,98316100,83602,1367,1176,0.860277981,14,0.010241405,3.2,100,0
5.3033E+11,0.148,1460,50.27,32.7,22.67,3.08,31.16,17.47,11.99,32.26,34.86,1.03,2.74,3.63,11.85,0,13.63,24.74,17.85,31.41,1.99,89.42,60.71,39.29,65.24,3.68,47.61,6.8,,43886500,110545,397,397,1,0,0,0.7,100,0
5.3033E+11,0.107,1301,59.72,34.9,7.46,1.84,55.57,23.75,2.84,33.51,32.97,13.3,1.84,8.92,0,0,9.45,28.66,7.48,41.91,13.91,36.66,25.99,74.01,27.37,2.23,44.6,2.93,131442,85902700,147853,581,581,1,0,0,1.9,100,0
5.3033E+11,0.153,743,57.6,39.3,12.25,3.63,40.38,40.11,3.63,1.88,59.62,3.63,0,4.71,0,2.29,27.86,7.81,2.24,59.84,7.13,64.57,52,48,18.57,2.1,0,0,166176,47596600,135990,397,350,0.881612091,0,0,0.2,100,0
5.3033E+11,0.112,628,39.33,39.8,13.85,1.43,48.89,19.75,11.94,0,85.99,0,0,4.3,0,3.03,6.69,6.81,0.4,67,2.26,57.33,52.44,47.56,19.87,2.02,14.2,0,88375,36616800,119273,357,307,0.859943978,0,0,0.4,100,0
5.3033E+11,0.142,1915,47.05,32.2,6.68,11.17,48.98,19.01,12.11,7.21,55.56,11.64,0.84,17.13,0.26,0,7.36,19.56,4.95,45.89,22.28,49.16,41.01,58.99,15.21,2.26,14.69,6.76,100179,73900300,113518,670,651,0.971641791,0,0,1.7,100,0
5.3033E+11,0.141,1651,44.28,33.3,14.42,9.21,37.55,25.5,9.75,6.54,56.94,13.69,0,13.63,1.82,0.85,6.54,17.65,8.9,30.37,8.16,55.85,36.81,63.19,27.79,2.33,27.78,2.54,83057,74065000,104464,709,709,1,25,0.035260931,0.2,100,0
5.3033E+11,0.193,1453,53.61,37.9,16.1,10.25,32.9,31.45,6.61,23.74,32.21,10.05,0,31.31,0,0,2.68,43.85,11.25,25.7,15.47,60.91,44.91,55.09,34.51,3.02,10.58,11.85,116576,58160800,120916,488,481,0.985655738,0,0,1.5,100,0
5.3033E+11,0.167,1257,53.62,34.6,8.67,6.68,48.21,19.89,6.52,17.74,49.24,10.26,1.75,9.15,1.91,0,9.94,25.99,5.97,43.28,0,51.08,29.41,70.59,26.16,1.95,35.15,0,86346,58210800,90110,646,646,1,0,0,1.4,100,0
5.3033E+11,0.124,1915,49.56,33.4,16.24,5.74,43.34,22.09,1.78,35.25,32.58,5.9,0,14.88,0,0,11.38,42.27,14.61,39.7,22.92,51,34,66,37.62,2.56,37.27,2.41,74279,66927300,89595,747,747,1,8,0.010709505,1.4,100,0
5.3033E+11,0.167,1146,43.46,47,6.63,12.74,19.72,37.78,21.64,4.71,31.33,3.49,0,27.84,1.75,0.61,30.28,28.88,13.01,27.12,3.4,52.95,18.86,81.14,17.52,2.18,6.47,9.14,66577,44077700,83958,638,525,0.822884013,0,0,2.7,100,0
5.3033E+11,0.214,1735,44.09,36.8,17.64,1.96,43.75,19.71,8.88,12.62,65.42,1.96,0,9.63,0,0,10.37,12.35,2.07,62.31,4.73,73.68,51.07,48.93,46.37,2.47,22.39,0,99656,93528300,133042,703,703,1,0,0,0.5,100,0
5.3033E+11,0.205,1312,41.01,47.2,8.77,4.57,20.2,44.44,19.13,5.64,71.95,4.8,0,7.55,0,0.84,9.22,6.75,3,52.68,2.59,56.33,52.31,47.69,15.74,2.02,7.67,0,84750,71731700,110697,720,648,0.9,0,0,0.4,100,0
5.3033E+11,0.175,1287,48.95,41.8,7.46,1.71,41.57,32.56,10.49,12.12,70.94,1.09,0,4.27,0,2.1,9.48,15.08,1.38,51.88,12.82,48.73,42.99,57.01,17.36,2.05,18.95,2.55,115513,82108800,130746,690,628,0.910144928,0,0,0.4,100,0
5.3033E+11,0.293,2068,49.76,41.1,17.6,3.38,29.98,25.34,17.46,17.31,69.92,1.11,0,2.9,0,0,8.75,9.44,4.25,77.28,3.09,71.38,63.41,36.59,33.33,2.5,25.21,0,163611,169555700,204777,864,828,0.958333333,0,0,0.7,100,0
5.3033E+11,0.307,1179,40.63,51.8,10.94,1.7,26.89,39.95,19.51,11.54,63.78,3.56,0,16.45,0,0,4.66,3.08,1.87,74.26,8.25,54.28,49,51,12.57,2.08,8.05,2.37,118207,91946200,167479,629,549,0.87281399,0,0,0.8,100,0
5.3033E+11,0.152,1149,48.91,41.1,10.62,3.48,29.16,38.47,6.88,16.45,69.63,4.7,0,4.87,0,0,4.35,22,0,69.51,1.74,52.95,45.02,54.98,35.42,2.12,34.15,3.14,140714,84483000,155873,542,542,1,0,0,1,100,0
5.3033E+11,0.126,1319,49.58,36,16.22,3.56,36.16,26,7.88,0,96.66,0.68,0,1.59,0,0,1.06,13.5,5.19,75.76,2.12,65.33,54.97,45.03,37,2.79,43.69,0,115839,58921500,124570,473,473,1,15,0.031712474,0.9,100,0
5.3033E+11,0.327,972,38.48,51,14.4,7.1,21.81,29.63,27.06,8.64,89.3,0,0.51,0,0,0,1.54,2.37,0.66,60.42,5.26,49.03,49.03,50.97,12.74,2.05,14.54,4.97,125083,54267400,117208,507,463,0.91321499,0,0,0.8,99.41,0.59
5.3033E+11,0.212,1836,52.61,51.6,4.08,11.71,18.41,39.6,18.36,0.87,19.5,27.56,1.31,48.75,0,0,2.02,45.09,17.12,17.97,10.52,76.48,49.08,50.92,25.56,3.71,25.94,16.16,82253,55615300,113733,515,489,0.949514563,9,0.017475728,1.9,100,0
5.3033E+11,0.618,1341,47.2,43,10.89,8.13,26.99,25.8,22.52,2.68,15.36,21.18,1.57,53.99,0,0.37,4.85,48.22,17.52,25.94,18.72,61.23,27.31,72.69,27.97,2.85,16.19,2.2,71548,36900600,81279,487,454,0.932238193,0,0,1.6,100,0
5.3033E+11,0.196,1245,49.64,40.1,13.33,4.58,27.87,28.51,16.55,28.19,13.65,4.82,0,48.59,0,0,4.74,66.58,28.08,29.74,23.13,72.39,40.75,59.25,35.92,3.25,32.96,6.7,94236,38813200,104057,430,373,0.86744186,0,0,0.8,100,0
5.3033E+11,0.331,1135,49.96,40.1,16.83,6.61,27.49,27.67,19.03,11.1,10.75,17.71,0,57.18,0,1.85,1.41,55.96,36.82,23.28,3.46,78.85,53.05,46.95,38.71,4.07,8.18,4.3,83681,33209400,119030,308,279,0.905844156,0,0,0.8,100,0
5.3033E+11,0.163,1637,38.91,34.3,15.15,10.75,32.44,24.62,3.18,25.47,17.35,18.2,0,23.21,1.28,0,14.48,39.86,26.88,43.31,20.53,89.88,61.48,38.52,47.86,3.18,37.01,5.06,,82813700,161116,530,514,0.969811321,0,0,1.7,100,0
5.3033E+11,0.111,968,54.24,36.1,12.71,8.68,39.15,27.89,3.72,0,59.5,0.41,0,22.42,0,0,17.67,17.38,3.65,77.52,0,97.36,89.15,10.85,46.33,2.84,14.46,0,105486,37707900,110580,368,341,0.926630435,0,0,3.4,100,0
5.3033E+11,0.174,795,47.8,31.2,12.45,16.6,37.11,14.84,11.7,36.1,6.54,11.7,0,30.44,0,0,15.22,68.11,18.97,25.3,7.8,65.25,40.43,59.57,25.18,2.82,12.5,14.54,94783,28673300,101678,455,282,0.61978022,0,0,1.8,100,0
5.3033E+11,0.181,1405,57.08,47.3,13.59,4.2,29.11,26.48,24.91,4.06,45.62,17.08,7.33,18.29,0.93,0,6.69,20.28,3.8,49.07,2.42,77.34,37.76,62.24,35.05,2.12,2.54,5.89,71646,56378300,85164,662,662,1,129,0.194864048,1.5,100,0
5.3033E+11,0.128,1204,44.85,46.5,11.63,5.23,29.32,34.55,17.36,5.98,36.88,27.08,0,8.31,0,10.22,11.54,22.44,14.72,37.63,15.53,55.25,43.89,56.11,18.24,2.07,10.59,4.13,108508,64631600,111242,657,581,0.884322679,0,0,1.9,100,0
5.3033E+11,0.131,1891,44.47,31,30.09,0,30.35,20.31,6.5,17.72,8.99,70.07,0,2.7,0,0,0.53,41.76,15.08,32.84,29.93,54.85,37.84,62.16,41.49,2.92,52.17,8.27,31215,30026300,47737,716,629,0.87849162,0,0,1.4,100,0
5.3033E+11,0.281,1512,45.7,47.2,16.07,13.82,16.07,30.36,20.37,9.52,32.54,7.94,0,29.7,0,5.49,14.81,15.46,6.44,33.47,9.59,72.05,61.7,38.3,30.64,3.13,4.89,3.52,134025,72323500,149738,483,483,1,0,0,1.1,100,0
5.3033E+11,0.165,1262,64.03,36.9,21.24,4.99,23.93,38.27,8.32,21.87,29.95,24.01,6.1,15.85,0,0,2.22,31.61,9.55,34.04,1.43,47.35,25.66,74.34,34.13,3.31,43.02,4.76,129342,60404600,159801,438,378,0.863013699,0,0,0.8,100,0
5.3033E+11,0.204,1627,49.11,41,8.67,2.09,34.3,31.59,14.63,0,8.6,9.65,0,81.13,0,0,0.61,61.14,23.89,22.52,5.84,73.53,61.13,38.87,53.36,3.38,47.71,15.76,130556,128106500,269131,525,476,0.906666667,0,0,1.4,100,0
5.3033E+11,0.153,1712,50.99,39.8,21.44,0.93,33.18,24.53,15.95,2.92,52.57,28.04,0,13.55,0,0,2.92,38.26,13.16,28.39,29.67,67.23,56.37,43.63,40.07,3.19,22.56,0,123571,73452100,137551,663,534,0.805429864,0,0,0.8,100,0
5.3033E+11,0.288,639,53.52,45.9,0.47,0.47,36.62,45.7,12.99,2.97,54.77,2.19,4.23,28.17,0,0,7.67,23.25,10.18,36.29,15.18,63.72,43.95,56.05,8.26,1.88,11.57,0,,45254800,133495,376,339,0.901595745,0,0,1.1,100,0
5.3033E+11,0.169,809,38.44,29.9,9.89,0.37,40.05,21.88,17.06,1.73,9.27,35.35,0,53.65,0,0,0,40.17,4.07,51.96,11,76.69,39.89,60.11,49.16,2.22,37,3.65,110441,33666900,94570,403,356,0.88337469,0,0,1.6,100,0
5.3033E+11,0.18,1014,42.41,43.5,5.23,0,40.34,29.19,15.98,13.21,77.91,0,0,1.87,0,0,7,5.11,4.38,59.63,2.37,52.9,39.07,60.93,16.45,1.9,24.38,0,101969,63925000,119486,542,535,0.987084871,9,0.016605166,1.6,100,0
5.3033E+11,0.196,1290,43.18,38.7,9.77,4.03,30.62,29.69,12.17,12.33,83.49,0.62,0,1.71,0,0,1.86,5.93,7.59,44.92,7.05,71.74,61.07,38.93,43.87,2.54,40.77,0,146429,66270900,130970,555,506,0.911711712,0,0,0.4,100,0
5.3033E+11,0.178,1013,46.3,48.1,17.47,3.75,20.83,39.88,13.23,1.18,84.21,5.03,0,0,0,4.54,5.03,3.11,0,64.22,0.89,70.31,53.28,46.72,33.84,2.21,9.63,3.71,127083,73559600,160610,458,458,1,0,0,0.2,100,0
5.3033E+11,0.334,1136,45.16,55.7,12.24,3.7,14.26,40.67,26.94,5.55,83.71,0.79,0,3.52,0,0,6.43,6.48,2.37,75.81,1.67,57.27,47.4,52.6,16.7,2.04,5.64,1.08,162292,125886100,226007,617,557,0.902755267,0,0,0.8,100,0
5.3033E+11,0.338,1641,48.39,43,21.51,1.46,29.86,23.64,18.4,14.93,73.86,0.12,0.12,6.95,0,0,4.02,11.24,2.03,65.17,1.41,80,73.55,26.45,37.85,2.69,17.56,1.32,168477,104729400,173106,658,605,0.919452888,0,0,0.9,100,0
5.3033E+11,0.157,1153,40.42,55.7,11.62,5.38,9.28,36.34,36.43,2.69,65.31,0.69,0,24.28,0,0,7.03,26.01,3.49,72.52,26.06,67.81,46.36,53.64,25.71,2.11,2.99,7.29,75536,45404400,91912,505,494,0.978217822,0,0,1.3,100,0
5.3033E+11,0.333,1266,50.95,44.2,21.17,4.82,23.14,26.62,19.67,0,80.65,1.11,7.9,7.82,0,0,2.53,9.11,0.34,64.62,5.06,77.57,71.17,28.83,38.44,2.9,10.62,0,143125,94114800,215366,437,437,1,0,0,0.9,98.46,1.54
5.3033E+11,0.192,876,52.63,59.2,14.04,2.97,15.41,30.94,36.64,0,89.73,0,0,7.65,0,0,2.63,13.13,2.06,68.23,1.6,68.57,63.9,36.1,17.4,2.18,7.95,0,146010,60249200,156491,385,385,1,0,0,0.9,100,0
5.3033E+11,0.232,1265,44.03,59.3,7.98,4.27,12.73,42.92,26.48,0.95,86.25,4.43,0.08,7.27,0,0,1.03,3.52,13.86,33.01,24.51,83.14,72.8,27.2,19.73,2.37,11.52,6.51,71071,55682800,106672,522,522,1,0,0,1.5,100,0
5.3033E+11,0.224,1151,43.35,49.6,9.9,4.87,21.03,13.29,41.62,0.61,77.5,0,0,12.08,0,0,9.82,11.69,1.49,40.62,7.2,34.43,23.36,76.64,19.55,1.8,41.71,9.52,39519,41659000,72074,617,578,0.936790924,0,0,2.3,100,0
5.3033E+11,0.267,1631,42.67,50.2,17.23,4.54,20.6,35.56,17.78,0.8,84.12,6.38,0,3.25,0,0,5.46,13.52,5.89,63.27,5.4,64.39,51.87,48.13,33.5,2.65,16.16,6.99,131705,98416700,160027,615,615,1,0,0,0.7,100,0
5.3033E+11,0.278,1381,51.85,43.1,14.99,0,37.73,25.42,20.42,8.4,72.92,2.61,0,11.51,0,0,4.56,27.04,2.51,61.79,1.67,87.72,77.39,22.61,23.78,2.61,5.11,3.51,150096,83332600,162442,537,513,0.955307263,0,0,0.8,100,0
5.3033E+11,0.251,1685,47.24,37.9,5.4,5.82,29.5,28.96,15.07,12.34,58.4,11.75,0,12.17,0,0,5.34,33.61,9.28,54.08,0,63.58,58.66,41.34,29.55,2.41,33.57,4.63,92171,107324900,160186,686,670,0.976676385,0,0,1.2,100,0
5.3033E+11,0.236,1809,48.48,39.6,7.68,11,33.5,29.52,17.19,6.3,51.85,2.82,0,27.69,0,0,11.33,40.08,6.06,44.52,14.04,40.07,29.48,70.52,14.74,1.95,4.09,2.95,48625,61729000,67390,978,916,0.936605317,0,0,0.7,100,0
5.3033E+11,0.254,1194,51.34,42.5,5.78,8.88,38.02,22.11,21.52,5.28,56.28,11.39,0,21.69,0,0,5.36,34.17,14.97,42.05,5.81,80.49,50.73,49.27,21.22,2.8,13.94,0,126296,53782200,131176,452,410,0.907079646,0,0,0.9,100,0
5.3033E+11,0.067,821,54.45,33.7,11.81,2.8,42.27,6.7,28.5,6.21,43.61,3.9,0,15.47,27.04,0,3.78,40.61,0.79,36.16,43,38.58,35.34,64.66,20.47,1.77,48.6,7.33,,23163300,49921,519,464,0.894026975,0,0,2.9,100,0
5.3033E+11,0.179,1963,50.13,48.7,19.61,1.88,21.29,30.82,20.43,18.7,47.38,8.41,0,12.12,0,0,13.4,36.51,4.99,51.4,5.09,96.11,89.63,10.37,39.63,3.64,16.76,0,132688,68389200,126647,540,540,1,0,0,1,100,0
5.3033E+11,0.218,1556,43.57,33.6,14.07,4.88,43.83,28.53,7.07,3.53,59.83,21.27,0,9.83,0,0,5.53,35.99,4.21,29.13,6.56,55.17,35.74,64.26,26.8,2.4,6.53,2.04,76635,52818400,82787,646,638,0.987616099,9,0.013931889,1.4,100,0
5.3033E+11,0.416,1162,51.64,39.6,14.03,3.87,35.63,30.81,8.95,14.8,67.3,0,0.86,12.05,0,0,4.99,17.8,7.42,34.59,4.73,66.76,47.53,52.47,30.22,3.12,37.45,0,106364,47837700,131422,374,364,0.973262032,0,0,1.8,100,0
5.3033E+11,0.26,1219,50.78,39.3,19.93,5.33,28.3,20.84,21.66,4.43,71.7,10.17,0.33,7.14,0,0,6.23,22.03,4.75,52.49,4.46,68.39,56.99,43.01,29.89,2.55,19.81,3.44,94196,44434600,95558,500,465,0.93,0,0,0.4,100,0
5.3033E+11,0.28,1042,59.6,41.9,12.76,7.68,31.29,25.72,20.83,4.41,66.12,0,1.54,15.45,0,1.63,10.84,22.07,3.58,51.54,4.15,66.24,62.66,37.34,23.79,2.64,17.76,0,96850,48849200,124934,391,391,1,0,0,0.4,100,0
5.3033E+11,0.302,1273,51.61,36.9,15.63,5.89,38.73,18.15,21.13,1.81,81.3,5.42,0,10.13,0,1.34,0,16.73,1.71,70.8,3.72,57.26,49.34,50.66,18.81,2.09,2.02,0,117969,78310900,129226,606,606,1,0,0,0.8,100,0
5.3033E+11,0.337,1437,58.18,47.1,19.83,0.9,24.57,31.04,19.9,0,84.41,0,0,3.83,0,2.37,9.39,24.58,0.28,70.23,2.37,90.61,72.24,27.76,35.71,2.93,10.81,0,140833,81793800,166926,490,490,1,0,0,1.1,100,0
